Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	4/29	5.996295e-04	4.510487e-03	0	0	1.180764e+01	8.760323e+01	P2RX7;GRIN2A;KCNJ6;GRIN2B
GO_Biological_Process_2023	Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385)	4/29	5.996295e-04	4.510487e-03	0	0	1.180764e+01	8.760323e+01	PPP3CC;PDE4B;CRHR1;DRD4
GO_Biological_Process_2023	Positive Regulation Of Cell Growth (GO:0030307)	7/106	6.041032e-04	4.530774e-03	0	0	5.257499e+00	3.896735e+01	LGI1;SFRP1;BDNF;BCL2;AKT1;IGF1;NGF
GO_Biological_Process_2023	Regulation Of T Cell Proliferation (GO:0042129)	6/77	6.208014e-04	4.642357e-03	0	0	6.268828e+00	4.629216e+01	IL6;IL1B;LEP;PLA2G2A;TNFRSF1B;IDO1
GO_Biological_Process_2023	Regulation Of Response To Stress (GO:0080134)	3/13	6.363089e-04	4.716825e-03	0	0	2.207351e+01	1.624572e+02	CRHBP;OPRM1;ADCY8
GO_Biological_Process_2023	Interleukin-6-Mediated Signaling Pathway (GO:0070102)	3/13	6.363089e-04	4.716825e-03	0	0	2.207351e+01	1.624572e+02	IL6;STAT3;IL6R
GO_Biological_Process_2023	Protein Localization To Synapse (GO:0035418)	3/13	6.363089e-04	4.716825e-03	0	0	2.207351e+01	1.624572e+02	PCLO;DLG4;NRXN1
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	6/78	6.650122e-04	4.915308e-03	0	0	6.181447e+00	4.522164e+01	APP;IL1A;IL6;OAS2;STAT3;PSEN1
GO_Biological_Process_2023	Regulation Of Protein Localization To Nucleus (GO:1900180)	5/52	6.800773e-04	4.987567e-03	0	0	7.871541e+00	5.740954e+01	GSK3B;NGFR;TGFB1;LIF;GLUL
GO_Biological_Process_2023	Sprouting Angiogenesis (GO:0002040)	5/52	6.800773e-04	4.987567e-03	0	0	7.871541e+00	5.740954e+01	EGR3;TGFB1;AKT1;CDH13;VEGFA
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	4/30	6.845680e-04	4.987567e-03	0	0	1.135292e+01	8.272561e+01	BCL2;NGF;TNF;TNFRSF1A
GO_Biological_Process_2023	Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)	4/30	6.845680e-04	4.987567e-03	0	0	1.135292e+01	8.272561e+01	PPP3CC;CALM2;CRHR1;DRD4
GO_Biological_Process_2023	Regulation Of Calcium-Mediated Signaling (GO:0050848)	4/30	6.845680e-04	4.987567e-03	0	0	1.135292e+01	8.272561e+01	HTT;CDH13;CALM2;CMKLR1
GO_Biological_Process_2023	Regulation Of Wnt Signaling Pathway (GO:0030111)	7/109	7.137258e-04	5.185187e-03	0	0	5.102087e+00	3.696468e+01	DKK4;APP;SFRP1;TLE1;PSEN1;DISC1;FGFR2
GO_Biological_Process_2023	Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	5/53	7.427103e-04	5.380429e-03	0	0	7.707159e+00	5.553165e+01	GH1;IL6;LEP;CAMK2A;TNF
GO_Biological_Process_2023	Response To Lipid (GO:0033993)	7/110	7.535718e-04	5.443649e-03	0	0	5.052295e+00	3.632947e+01	GH1;TGFB1;NOS2;NOS3;IL1B;STAT3;ESR1
GO_Biological_Process_2023	Regulation Of Long-Term Synaptic Potentiation (GO:1900271)	4/31	7.776825e-04	5.570478e-03	0	0	1.093189e+01	7.826351e+01	APP;GSK3B;RELN;ADCY8
GO_Biological_Process_2023	Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)	4/31	7.776825e-04	5.570478e-03	0	0	1.093189e+01	7.826351e+01	GH1;PRKCI;AKT1;IGF1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Migration (GO:0002687)	4/31	7.776825e-04	5.570478e-03	0	0	1.093189e+01	7.826351e+01	IL6;TNF;IL6R;VEGFA
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	8/144	7.889866e-04	5.624957e-03	0	0	4.382241e+00	3.131007e+01	ATXN3;CXCL8;DUSP1;IL18;CDH13;NRG1;TNF;VEGFA
GO_Biological_Process_2023	Negative Regulation Of Inflammatory Response (GO:0050728)	7/111	7.951573e-04	5.624957e-03	0	0	5.003460e+00	3.570955e+01	GRN;STAT3;RORA;IGF1;NR1D1;TNFRSF1B;TNFRSF1A
GO_Biological_Process_2023	Regulation Of Extracellular Matrix Disassembly (GO:0010715)	3/14	8.017613e-04	5.624957e-03	0	0	2.006581e+01	1.430431e+02	DPP4;IL6;TGFB1
GO_Biological_Process_2023	Regulation Of Microglial Cell Activation (GO:1903978)	3/14	8.017613e-04	5.624957e-03	0	0	2.006581e+01	1.430431e+02	GRN;IL6;NR1D1
GO_Biological_Process_2023	Synaptic Transmission, GABAergic (GO:0051932)	3/14	8.017613e-04	5.624957e-03	0	0	2.006581e+01	1.430431e+02	GABRB3;GABRA6;GABRA3
GO_Biological_Process_2023	Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273)	3/14	8.017613e-04	5.624957e-03	0	0	2.006581e+01	1.430431e+02	APP;RELN;ADCY8
GO_Biological_Process_2023	Positive Regulation Of Lyase Activity (GO:0051349)	3/14	8.017613e-04	5.624957e-03	0	0	2.006581e+01	1.430431e+02	NOS2;NOS3;CACNA1C
GO_Biological_Process_2023	Regulation Of Focal Adhesion Assembly (GO:0051893)	5/54	8.095527e-04	5.624957e-03	0	0	7.549486e+00	5.374501e+01	SFRP1;NRG1;RAC1;S100A10;VEGFA
GO_Biological_Process_2023	Mesenchymal Cell Differentiation (GO:0048762)	5/54	8.095527e-04	5.624957e-03	0	0	7.549486e+00	5.374501e+01	GSK3B;TGFB1;IGF1;FGFR2;FGFR1
GO_Biological_Process_2023	Monoatomic Anion Transmembrane Transport (GO:0098656)	5/54	8.095527e-04	5.624957e-03	0	0	7.549486e+00	5.374501e+01	GABRB3;GABRA6;SLC1A1;GABRA3;SLC6A1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	5/54	8.095527e-04	5.624957e-03	0	0	7.549486e+00	5.374501e+01	IL6;IL6R;CMKLR1;MAPK3;VEGFA
GO_Biological_Process_2023	Negative Regulation Of Response To External Stimulus (GO:0032102)	8/146	8.632796e-04	5.957356e-03	0	0	4.318290e+00	3.046455e+01	STAT3;AKT1;RORA;DRD1;NR1D1;DRD2;DRD3;TNFRSF1A
GO_Biological_Process_2023	Neuron Projection Morphogenesis (GO:0048812)	8/146	8.632796e-04	5.957356e-03	0	0	4.318290e+00	3.046455e+01	APP;BDNF;DLG4;DTNBP1;DRD2;NGF;S100B;FGFR2
GO_Biological_Process_2023	Sodium Ion Transmembrane Transport (GO:0035725)	6/82	8.667368e-04	5.957356e-03	0	0	5.854916e+00	4.128169e+01	ATP1A3;SLC6A1;SLC6A2;SLC6A3;SLC6A4;HCN1
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	6/82	8.667368e-04	5.957356e-03	0	0	5.854916e+00	4.128169e+01	APP;IL1A;IL6;OAS2;STAT3;PSEN1
GO_Biological_Process_2023	Regulation Of Protein Ubiquitination (GO:0031396)	7/113	8.837608e-04	6.058038e-03	0	0	4.908555e+00	3.451364e+01	PER2;GSK3B;WFS1;CRY1;AKT1;ARRB2;BRCA1
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	10/221	9.028315e-04	6.172172e-03	0	0	3.544152e+00	2.484442e+01	GRN;TGFB1;IL1B;STAT3;CDH13;IGF1;DRD1;SOD2;ADRA2A;VEGFA
GO_Biological_Process_2023	Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	6/83	9.238371e-04	6.298889e-03	0	0	5.778584e+00	4.037482e+01	GRIN2A;HTR2C;HTR2A;CACNA1C;DRD2;GRIN2B
GO_Biological_Process_2023	Response To Endoplasmic Reticulum Stress (GO:0034976)	7/114	9.308880e-04	6.330039e-03	0	0	4.862433e+00	3.393672e+01	GSK3B;CXCL8;WFS1;BCL2;ATP2A2;ATF3;ATF4
GO_Biological_Process_2023	Phosphate-Containing Compound Metabolic Process (GO:0006796)	9/184	9.387455e-04	6.366492e-03	0	0	3.838299e+00	2.675665e+01	ALK;DUSP4;TGFB1;IMPA2;PLA2G2A;STAT3;AKT1;TRH;MAPK3
GO_Biological_Process_2023	Regulation Of Mitotic Nuclear Division (GO:0007088)	5/56	9.565690e-04	6.470162e-03	0	0	7.252691e+00	5.042185e+01	IL1A;DUSP1;IL1B;IGF1;DRD3
GO_Biological_Process_2023	Regulation Of Interleukin-1 Beta Production (GO:0032651)	6/84	9.837892e-04	6.623330e-03	0	0	5.704209e+00	3.949651e+01	P2RX7;APP;IL6;STAT3;IGF1;TNF
GO_Biological_Process_2023	Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)	4/33	9.901290e-04	6.623330e-03	0	0	1.017693e+01	7.040072e+01	NPSR1;HTT;DRD1;CALM2
GO_Biological_Process_2023	Regulation Of Activated T Cell Proliferation (GO:0046006)	4/33	9.901290e-04	6.623330e-03	0	0	1.017693e+01	7.040072e+01	PRNP;IL18;IGF1;IDO1
GO_Biological_Process_2023	Regulation Of Amyloid-Beta Formation (GO:1902003)	4/33	9.901290e-04	6.623330e-03	0	0	1.017693e+01	7.040072e+01	NTRK2;PRNP;IGF1;TNF
GO_Biological_Process_2023	Cellular Response To Estrogen Stimulus (GO:0071391)	3/15	9.922008e-04	6.623330e-03	0	0	1.839272e+01	1.271964e+02	CRHBP;SFRP1;ESR1
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	5/57	1.037100e-03	6.904971e-03	0	0	7.112854e+00	4.887475e+01	P2RX7;APP;IL6;STAT3;TNF
GO_Biological_Process_2023	Regulation Of Kinase Activity (GO:0043549)	6/85	1.046688e-03	6.914646e-03	0	0	5.631717e+00	3.864555e+01	NTRK2;MRE11;DRD4;FGFR2;SOD1;FGFR1
GO_Biological_Process_2023	Regulation Of Osteoblast Differentiation (GO:0045667)	6/85	1.046688e-03	6.914646e-03	0	0	5.631717e+00	3.864555e+01	IL6;IGF1;IL6R;HDAC9;FGFR2;ATF4
GO_Biological_Process_2023	Positive Regulation Of Protein Localization (GO:1903829)	6/85	1.046688e-03	6.914646e-03	0	0	5.631717e+00	3.864555e+01	GSK3B;NGFR;TGFB1;LIF;AKT1;TNF
GO_Biological_Process_2023	Cellular Response To Oxidative Stress (GO:0034599)	7/117	1.084244e-03	7.144241e-03	0	0	4.729098e+00	3.228495e+01	MAPK8;GPX1;AKT1;SOD2;BMAL1;ATF4;MAPK3
GO_Biological_Process_2023	Axonogenesis (GO:0007409)	9/188	1.092003e-03	7.176826e-03	0	0	3.751759e+00	2.558603e+01	LGI1;APP;NOTCH3;RELN;BDNF;NRXN1;DRD2;S100B;FGFR2
GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	10/227	1.105997e-03	7.186001e-03	0	0	3.445098e+00	2.345081e+01	LGI1;SFRP1;TGFB1;CDKN2A;BCL2;AKT1;NRG1;BRCA1;SLC6A2;AGT
GO_Biological_Process_2023	Regulation Of Interleukin-17 Production (GO:0032660)	4/34	1.110308e-03	7.186001e-03	0	0	9.837203e+00	6.692366e+01	PRNP;IL6;TGFB1;IL18
GO_Biological_Process_2023	Response To Estrogen (GO:0043627)	4/34	1.110308e-03	7.186001e-03	0	0	9.837203e+00	6.692366e+01	CRHBP;SFRP1;BRCA1;ESR1
GO_Biological_Process_2023	Superoxide Metabolic Process (GO:0006801)	4/34	1.110308e-03	7.186001e-03	0	0	9.837203e+00	6.692366e+01	NOS2;NOS3;SOD2;SOD1
GO_Biological_Process_2023	Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	4/34	1.110308e-03	7.186001e-03	0	0	9.837203e+00	6.692366e+01	P2RX7;APP;PSEN1;IGF1
GO_Biological_Process_2023	Positive Regulation Of Neuron Death (GO:1901216)	4/34	1.110308e-03	7.186001e-03	0	0	9.837203e+00	6.692366e+01	PRNP;GRN;TNF;GRIN2B
GO_Biological_Process_2023	Regulation Of Protein Binding (GO:0043393)	7/118	1.139545e-03	7.356556e-03	0	0	4.686254e+00	3.175934e+01	APP;GSK3B;HDAC5;MAPK8;AKT1;PSEN1;DISC1
GO_Biological_Process_2023	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	9/190	1.175893e-03	7.572036e-03	0	0	3.709924e+00	2.502613e+01	APP;PRNP;ATP2A2;HTR2C;ATP1A3;HTR2A;DRD3;DRD4;SOD1
GO_Biological_Process_2023	Regulation Of Protein-Containing Complex Assembly (GO:0043254)	7/119	1.197035e-03	7.631016e-03	0	0	4.644176e+00	3.124559e+01	GSK3B;TGFB1;NRG1;TNF;HDAC6;GFAP;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	7/119	1.197035e-03	7.631016e-03	0	0	4.644176e+00	3.124559e+01	IL1A;GRN;CXCL8;NOS3;IL1B;BRCA1;VEGFA
GO_Biological_Process_2023	Regulation Of Osteoblast Proliferation (GO:0033688)	3/16	1.208992e-03	7.631016e-03	0	0	1.697704e+01	1.140512e+02	SFRP1;HPSE;FGFR2
GO_Biological_Process_2023	Regulation Of Secretion (GO:0051046)	3/16	1.208992e-03	7.631016e-03	0	0	1.697704e+01	1.140512e+02	OAS2;OPRK1;NRG1
GO_Biological_Process_2023	Negative Regulation Of Amyloid-Beta Formation (GO:1902430)	3/16	1.208992e-03	7.631016e-03	0	0	1.697704e+01	1.140512e+02	NTRK2;PRNP;IGF1
GO_Biological_Process_2023	Negative Regulation Of Phosphatase Activity (GO:0010923)	3/16	1.208992e-03	7.631016e-03	0	0	1.697704e+01	1.140512e+02	GSK3B;CRY2;PPP1R1B
GO_Biological_Process_2023	Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050)	3/16	1.208992e-03	7.631016e-03	0	0	1.697704e+01	1.140512e+02	PTGS2;HDAC9;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Positive Chemotaxis (GO:0050927)	3/16	1.208992e-03	7.631016e-03	0	0	1.697704e+01	1.140512e+02	CXCL8;CDH13;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Mitotic Nuclear Division (GO:0045840)	4/35	1.240354e-03	7.790400e-03	0	0	9.519391e+00	6.370718e+01	IL1A;IL1B;IGF1;DRD3
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Contraction (GO:0055117)	4/35	1.240354e-03	7.790400e-03	0	0	9.519391e+00	6.370718e+01	PDE4D;PDE4B;ATP2A2;CALM2
GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	6/88	1.254023e-03	7.856899e-03	0	0	5.424850e+00	3.624559e+01	GRN;AKT1;RAC1;GLUL;AGT;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	11/272	1.268160e-03	7.918889e-03	0	0	3.155732e+00	2.104933e+01	GRN;TGFB1;IL1B;STAT3;CDH13;IGF1;DRD1;SOD2;ADRA2A;HDAC6;VEGFA
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	8/155	1.270128e-03	7.918889e-03	0	0	4.052042e+00	2.702160e+01	SFRP1;EGR3;TGFB1;CXCL8;AKT1;NR3C1;MAP2K5;VEGFA
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	5/60	1.308961e-03	8.121290e-03	0	0	6.723855e+00	4.463646e+01	HTT;IGF1;TNF;AGT;FGFR1
GO_Biological_Process_2023	Response To Light Stimulus (GO:0009416)	5/60	1.308961e-03	8.121290e-03	0	0	6.723855e+00	4.463646e+01	MAPK8;CRY2;CRY1;DRD2;CLOCK
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	42/1922	1.319157e-03	8.164688e-03	0	0	1.741285e+00	1.154605e+01	HDAC5;WWC1;RORA;BRCA1;PSEN1;NR3C1;TNF;HDAC9;NPAS2;HDAC6;NR3C2;MED12;DEAF1;AKT1;GABPA;PITX3;EGR3;TGFB1;TLE1;CDKN2A;STAT3;NRG1;NR1D1;IGF1;SOD2;ESR1;TBX19;AGT;ADRA2A;PER2;SFRP1;IL6;CREB1;IL1B;FEV;CRY2;TIMELESS;CRY1;BMAL1;CLOCK;ATF3;ATF4
GO_Biological_Process_2023	Positive Regulation Of Developmental Process (GO:0051094)	10/233	1.345117e-03	8.305199e-03	0	0	3.351374e+00	2.215685e+01	ALK;GSK3B;RELN;DLG4;NRXN1;LEP;PSEN1;TNF;VEGFA;FGFR1
GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	4/36	1.380690e-03	8.483757e-03	0	0	9.221442e+00	6.072478e+01	PRKCI;LEP;AKT1;IGF1
GO_Biological_Process_2023	Regulation Of Receptor Internalization (GO:0002090)	4/36	1.380690e-03	8.483757e-03	0	0	9.221442e+00	6.072478e+01	GH1;DLG4;ARRB2;VEGFA
GO_Biological_Process_2023	Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)	3/17	1.453432e-03	8.845466e-03	0	0	1.576359e+01	1.029966e+02	EGR3;AKT1;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Heart Rate (GO:0010460)	3/17	1.453432e-03	8.845466e-03	0	0	1.576359e+01	1.029966e+02	PDE4D;ATP2A2;ADRB1
GO_Biological_Process_2023	Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057)	3/17	1.453432e-03	8.845466e-03	0	0	1.576359e+01	1.029966e+02	RELN;IGF1;NGF
GO_Biological_Process_2023	Regulation Of Brown Fat Cell Differentiation (GO:0090335)	3/17	1.453432e-03	8.845466e-03	0	0	1.576359e+01	1.029966e+02	FTO;LEP;PTGS2
GO_Biological_Process_2023	Positive Regulation Of Binding (GO:0051099)	6/91	1.491388e-03	9.054859e-03	0	0	5.232586e+00	3.405392e+01	APP;GSK3B;STMN1;PSEN1;IGF1;NGF
GO_Biological_Process_2023	Cell Junction Organization (GO:0034330)	5/62	1.517276e-03	9.181423e-03	0	0	6.487271e+00	4.210783e+01	APP;PRKCI;TGFB1;PSEN1;SLC6A1
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	7/124	1.519435e-03	9.181423e-03	0	0	4.444574e+00	2.884269e+01	ALK;NTRK2;BDNF;LIF;NGF;FGFR2;FGFR1
GO_Biological_Process_2023	Regulation Of p38MAPK Cascade (GO:1900744)	4/37	1.531736e-03	9.212093e-03	0	0	8.941550e+00	5.795335e+01	DUSP1;IL1B;LEP;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Signaling (GO:0023056)	4/37	1.531736e-03	9.212093e-03	0	0	8.941550e+00	5.795335e+01	LGI1;HOMER1;DLG4;TNF
GO_Biological_Process_2023	Inorganic Anion Transmembrane Transport (GO:0098661)	5/63	1.630118e-03	9.780711e-03	0	0	6.375097e+00	4.092240e+01	GABRB3;GABRA6;SLC1A1;GABRA3;SLC6A1
GO_Biological_Process_2023	Protein Autophosphorylation (GO:0046777)	8/162	1.681715e-03	9.892140e-03	0	0	3.866476e+00	2.469882e+01	ALK;GSK3B;NTRK2;CAMK2A;AKT1;FGFR2;FGFR1;MAPK3
GO_Biological_Process_2023	Regulation Of Nervous System Process (GO:0031644)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	APP;NOS3;HTR2C
GO_Biological_Process_2023	Response To Axon Injury (GO:0048678)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	GAP43;MTR;SOD1
GO_Biological_Process_2023	Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	NTRK2;PRNP;IGF1
GO_Biological_Process_2023	Negative Regulation Of Nervous System Development (GO:0051961)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	IL6;IL1B;TNF
GO_Biological_Process_2023	Negative Regulation Of Peptide Hormone Secretion (GO:0090278)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	CRHBP;SFRP1;CRH
GO_Biological_Process_2023	Positive Regulation Of CREB Transcription Factor Activity (GO:0032793)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	RELN;ADCY8;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	IL6;STAT3;TNF
GO_Biological_Process_2023	Positive Regulation Of Glycolytic Process (GO:0045821)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	P2RX7;IGF1;PSEN1
GO_Biological_Process_2023	Positive Regulation Of Nervous System Process (GO:0031646)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	CARTPT;TNFRSF1B;HCRT
GO_Biological_Process_2023	Positive Regulation Of Neuroblast Proliferation (GO:0002052)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	DISC1;DRD2;VEGFA
GO_Biological_Process_2023	Regulation Of cAMP-mediated Signaling (GO:0043949)	3/18	1.726748e-03	9.892140e-03	0	0	1.471194e+01	9.359024e+01	POMC;PEX5L;PDE4D
GO_Biological_Process_2023	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	21/763	1.746699e-03	9.892140e-03	0	0	2.149472e+00	1.364920e+01	HDAC5;WFS1;WWC1;STAT3;NR1D1;PSEN1;NR3C1;TNF;ESR1;HDAC9;HDAC6;VEGFA;PER2;PER3;DEAF1;CRY2;CRY1;ATF3;MAP2K5;FGFR2;ATF4
GO_Biological_Process_2023	Response To Metal Ion (GO:0010038)	5/64	1.749004e-03	9.892140e-03	0	0	6.266726e+00	3.978562e+01	IL1A;HOMER1;IMPA2;BCL2;CALM2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Production (GO:0032732)	5/64	1.749004e-03	9.892140e-03	0	0	6.266726e+00	3.978562e+01	P2RX7;APP;IL6;STAT3;TNF
GO_Biological_Process_2023	Regulation Of Circadian Sleep/Wake Cycle (GO:0042749)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	PER3;NR1D1
GO_Biological_Process_2023	Regulation Of Epinephrine Secretion (GO:0014060)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	CRH;CARTPT
GO_Biological_Process_2023	Regulation Of Glucagon Secretion (GO:0070092)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	IL6;CRH
GO_Biological_Process_2023	Regulation Of Guanylate Cyclase Activity (GO:0031282)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	NOS2;NOS3
GO_Biological_Process_2023	Regulation Of Immature T Cell Proliferation In Thymus (GO:0033084)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	IL1A;IL1B
GO_Biological_Process_2023	Regulation Of Neutrophil Activation (GO:1902563)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	GRN;PLA2G2A
GO_Biological_Process_2023	Regulation Of Relaxation Of Cardiac Muscle (GO:1901897)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	PDE4D;PDE4B
GO_Biological_Process_2023	Regulation Of System Process (GO:0044057)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	NOS3;HTR2C
GO_Biological_Process_2023	Glutamate Catabolic Process (GO:0006538)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	GAD1;GLUL
GO_Biological_Process_2023	Vocal Learning (GO:0042297)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	NRXN1;HTT
GO_Biological_Process_2023	Hydrogen Peroxide Biosynthetic Process (GO:0050665)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	MAOB;SOD1
GO_Biological_Process_2023	Imitative Learning (GO:0098596)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	NRXN1;HTT
GO_Biological_Process_2023	Inflammatory Response To Wounding (GO:0090594)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	IL6;TNF
GO_Biological_Process_2023	Negative Regulation Of Amino Acid Transport (GO:0051956)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	GRM7;TRH
GO_Biological_Process_2023	Negative Regulation Of Relaxation Of Muscle (GO:1901078)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	PDE4D;PDE4B
GO_Biological_Process_2023	Neurotransmitter Loading Into Synaptic Vesicle (GO:0098700)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	SLC18A1;SLC18A2
GO_Biological_Process_2023	Positive Regulation Of Fever Generation (GO:0031622)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	PTGS2;TNF
GO_Biological_Process_2023	Regulation Of Blood Vessel Remodeling (GO:0060312)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	TGFB1;NRG1
GO_Biological_Process_2023	Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	2/5	1.780585e-03	9.892140e-03	0	0	4.888724e+01	3.094960e+02	IL1B;TNF
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Migration (GO:0010634)	6/95	1.859332e-03	1.028610e-02	0	0	4.996396e+00	3.141503e+01	GRN;AKT1;RAC1;HDAC6;AGT;VEGFA
GO_Biological_Process_2023	Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)	4/39	1.867633e-03	1.028610e-02	0	0	8.429749e+00	5.296481e+01	GRIN2A;HOMER1;GRIN2B;HCN1
GO_Biological_Process_2023	Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	4/39	1.867633e-03	1.028610e-02	0	0	8.429749e+00	5.296481e+01	FGF17;FGF20;FGFR2;FGFR1
GO_Biological_Process_2023	Negative Regulation Of Mitochondrion Organization (GO:0010823)	4/39	1.867633e-03	1.028610e-02	0	0	8.429749e+00	5.296481e+01	GPX1;AKT1;IGF1;SLC18A1
GO_Biological_Process_2023	Positive Regulation Of T Cell Proliferation (GO:0042102)	5/65	1.874122e-03	1.029960e-02	0	0	6.161967e+00	3.869478e+01	IL6;IL1B;LEP;IL18;IGF1
GO_Biological_Process_2023	Regulation Of Tissue Remodeling (GO:0034103)	3/19	2.030104e-03	1.099101e-02	0	0	1.379174e+01	8.550424e+01	TGFB1;LEP;IL18
GO_Biological_Process_2023	Cyclic Nucleotide Biosynthetic Process (GO:0009190)	3/19	2.030104e-03	1.099101e-02	0	0	1.379174e+01	8.550424e+01	ADCY8;ADCY7;ADCY5
GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	3/19	2.030104e-03	1.099101e-02	0	0	1.379174e+01	8.550424e+01	STMN1;IL18;FGFR1
GO_Biological_Process_2023	Glycogen Metabolic Process (GO:0005977)	3/19	2.030104e-03	1.099101e-02	0	0	1.379174e+01	8.550424e+01	PER2;GSK3B;NR1D1
