Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2021	fibroblast growth factor binding (GO:0017134)	2/21	3.242828e-02	1.076817e-01	0	0	7.712776e+00	2.644498e+01	FGFR2;FGFR1
GO_Molecular_Function_2021	N-acetyltransferase activity (GO:0008080)	2/21	3.242828e-02	1.076817e-01	0	0	7.712776e+00	2.644498e+01	AANAT;SAT1
GO_Molecular_Function_2021	histone deacetylase binding (GO:0042826)	4/93	3.772069e-02	1.241181e-01	0	0	3.305980e+00	1.083550e+01	HDAC5;MAPK8;HDAC9;HDAC6
GO_Molecular_Function_2021	DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	9/333	3.836943e-02	1.241181e-01	0	0	2.057358e+00	6.708004e+00	AR;CREB1;STAT3;NR3C1;ESR1;CLOCK;ATF3;GABPA;ATF4
GO_Molecular_Function_2021	fibroblast growth factor receptor binding (GO:0005104)	2/23	3.838591e-02	1.241181e-01	0	0	6.977518e+00	2.274716e+01	FGF17;FGF20
GO_Molecular_Function_2021	metalloexopeptidase activity (GO:0008235)	3/55	3.851940e-02	1.241181e-01	0	0	4.235864e+00	1.379449e+01	FOLH1;ACE;LTA4H
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)	3/57	4.213206e-02	1.347606e-01	0	0	4.078566e+00	1.291660e+01	HDAC5;HDAC9;HDAC6
GO_Molecular_Function_2021	protein heterodimerization activity (GO:0046982)	6/188	4.329282e-02	1.374626e-01	0	0	2.431723e+00	7.635047e+00	BCL2;ADRB1;ADCY8;ATF3;ADRA2A;ATF4
GO_Molecular_Function_2021	chemorepellent activity (GO:0045499)	2/25	4.472363e-02	1.399624e-01	0	0	6.370131e+00	1.979361e+01	DPP4;NRG1
GO_Molecular_Function_2021	NF-kappaB binding (GO:0051059)	2/25	4.472363e-02	1.399624e-01	0	0	6.370131e+00	1.979361e+01	GSK3B;CDKN2A
GO_Molecular_Function_2021	general transcription initiation factor binding (GO:0140296)	2/26	4.802729e-02	1.490999e-01	0	0	6.104399e+00	1.853287e+01	AR;ESR1
GO_Molecular_Function_2021	calcium ion binding (GO:0005509)	9/348	4.832893e-02	1.490999e-01	0	0	1.964804e+00	5.952817e+00	PRNP;PCLO;NRXN1;PLA2G2A;CDH13;ATP2A2;S100B;CALM2;S100A10
GO_Molecular_Function_2021	glutathione transferase activity (GO:0004364)	2/27	5.141683e-02	1.575093e-01	0	0	5.859926e+00	1.739103e+01	GSTM1;GSTT1
GO_Molecular_Function_2021	syntaxin binding (GO:0019905)	3/62	5.187592e-02	1.578044e-01	0	0	3.731976e+00	1.104254e+01	SNAP25;CPLX2;CPLX1
GO_Molecular_Function_2021	protein serine/threonine/tyrosine kinase activity (GO:0004712)	2/28	5.488933e-02	1.658115e-01	0	0	5.634258e+00	1.635307e+01	AKT1;MAP2K5
GO_Molecular_Function_2021	chloride channel activity (GO:0005254)	3/64	5.605189e-02	1.681557e-01	0	0	3.609249e+00	1.039997e+01	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2021	protein tyrosine kinase activity (GO:0004713)	4/108	5.936114e-02	1.741161e-01	0	0	2.826995e+00	7.983761e+00	ALK;NTRK2;FGFR2;FGFR1
GO_Molecular_Function_2021	anion channel activity (GO:0005253)	3/68	6.486562e-02	1.741161e-01	0	0	3.386452e+00	9.263429e+00	GABRB3;GABRA6;GABRA3
GO_Molecular_Function_2021	alpha-2A adrenergic receptor binding (GO:0031694)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	ADRB1
GO_Molecular_Function_2021	syndecan binding (GO:0045545)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	HPSE
GO_Molecular_Function_2021	anion:sodium symporter activity (GO:0015373)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	SLC6A1
GO_Molecular_Function_2021	beta-2 adrenergic receptor binding (GO:0031698)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	PDE4D
GO_Molecular_Function_2021	C-X-C chemokine binding (GO:0019958)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	A2M
GO_Molecular_Function_2021	type 1 fibroblast growth factor receptor binding (GO:0005105)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	FGF17
GO_Molecular_Function_2021	type 2 fibroblast growth factor receptor binding (GO:0005111)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	FGF17
GO_Molecular_Function_2021	cadmium ion binding (GO:0046870)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	NOS3
GO_Molecular_Function_2021	calmodulin-dependent protein phosphatase activity (GO:0033192)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	PPP3CC
GO_Molecular_Function_2021	voltage-gated calcium channel activity involved in cardiac muscle cell action potential (GO:0086007)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	CACNA1C
GO_Molecular_Function_2021	epoxide hydrolase activity (GO:0004301)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	LTA4H
GO_Molecular_Function_2021	ErbB-3 class receptor binding (GO:0043125)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	NRG1
GO_Molecular_Function_2021	kainate selective glutamate receptor activity (GO:0015277)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	GRIK3
GO_Molecular_Function_2021	melanocortin receptor binding (GO:0031779)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	POMC
GO_Molecular_Function_2021	nerve growth factor binding (GO:0048406)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	NGFR
GO_Molecular_Function_2021	phosphatidylcholine floppase activity (GO:0090554)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	ABCB1
GO_Molecular_Function_2021	potassium channel activator activity (GO:0099104)	1/5	6.594484e-02	1.741161e-01	0	0	1.826389e+01	4.965836e+01	AKT1
GO_Molecular_Function_2021	kinase activity (GO:0016301)	4/112	6.604403e-02	1.741161e-01	0	0	2.721737e+00	7.396139e+00	GSK3B;DGKB;CAMK2A;AKT1
GO_Molecular_Function_2021	alpha-adrenergic receptor activity (GO:0004936)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	ADRA2A
GO_Molecular_Function_2021	sulfur amino acid transmembrane transporter activity (GO:0000099)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	SLC1A1
GO_Molecular_Function_2021	thyroid hormone transmembrane transporter activity (GO:0015349)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	SLCO1C1
GO_Molecular_Function_2021	aspartic endopeptidase activity, intramembrane cleaving (GO:0042500)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	PSEN1
GO_Molecular_Function_2021	trace-amine receptor activity (GO:0001594)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	TAAR6
GO_Molecular_Function_2021	BH domain binding (GO:0051400)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	BCL2
GO_Molecular_Function_2021	BH3 domain binding (GO:0051434)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	BCL2
GO_Molecular_Function_2021	vasopressin receptor activity (GO:0005000)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	OXTR
GO_Molecular_Function_2021	cobalamin binding (GO:0031419)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	MMAB
GO_Molecular_Function_2021	dihydropyrimidinase activity (GO:0004157)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	DPYSL2
GO_Molecular_Function_2021	dopamine receptor binding (GO:0050780)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	DLG4
GO_Molecular_Function_2021	P-type sodium transporter activity (GO:0008554)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	ATP1A3
GO_Molecular_Function_2021	P-type sodium:potassium-exchanging transporter activity (GO:0005391)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	ATP1A3
GO_Molecular_Function_2021	peroxisome targeting sequence binding (GO:0000268)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	PEX5L
GO_Molecular_Function_2021	phosphatidylethanolamine flippase activity (GO:0090555)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	ABCB1
GO_Molecular_Function_2021	primary miRNA binding (GO:0070878)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	STAT3
GO_Molecular_Function_2021	protein phosphatase 2B binding (GO:0030346)	1/6	7.860442e-02	1.878732e-01	0	0	1.461037e+01	3.715895e+01	SOD1
GO_Molecular_Function_2021	ATP binding (GO:0005524)	7/278	8.499075e-02	1.961657e-01	0	0	1.903807e+00	4.693290e+00	P2RX7;PRKCI;ABCB1;OAS2;AKT1;ATP1A3;SYN1
GO_Molecular_Function_2021	steroid hydroxylase activity (GO:0008395)	2/36	8.532632e-02	1.961657e-01	0	0	4.306801e+00	1.060021e+01	CYP2D6;CYP2C19
GO_Molecular_Function_2021	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	2/36	8.532632e-02	1.961657e-01	0	0	4.306801e+00	1.060021e+01	NOS2;NOS3
GO_Molecular_Function_2021	protein phosphatase binding (GO:0019903)	4/123	8.633107e-02	1.961657e-01	0	0	2.468763e+00	6.047397e+00	DLG4;STAT3;ADCY8;SOD1
GO_Molecular_Function_2021	voltage-gated calcium channel activity (GO:0005245)	2/37	8.942428e-02	1.961657e-01	0	0	4.183537e+00	1.010058e+01	CACNA1C;OPRM1
GO_Molecular_Function_2021	3',5'-cyclic-GMP phosphodiesterase activity (GO:0047555)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	PDE1B
GO_Molecular_Function_2021	5'-3' DNA helicase activity (GO:0043139)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	TWNK
GO_Molecular_Function_2021	S-methyltransferase activity (GO:0008172)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	MTR
GO_Molecular_Function_2021	serine-type exopeptidase activity (GO:0070008)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	ACE
GO_Molecular_Function_2021	aspartic-type endopeptidase inhibitor activity (GO:0019828)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	PRNP
GO_Molecular_Function_2021	transmembrane receptor protein tyrosine kinase activator activity (GO:0030297)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	NRG1
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	PPP3CC
GO_Molecular_Function_2021	extracellularly ATP-gated cation channel activity (GO:0004931)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	P2RX7
GO_Molecular_Function_2021	G protein-coupled acetylcholine receptor activity (GO:0016907)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	CHRM2
GO_Molecular_Function_2021	G protein-coupled neurotransmitter receptor activity (GO:0099528)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	CHRM2
GO_Molecular_Function_2021	gamma-aminobutyric acid transmembrane transporter activity (GO:0015185)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	SLC6A1
GO_Molecular_Function_2021	nucleotide receptor activity (GO:0016502)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	P2RX7
GO_Molecular_Function_2021	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor (GO:0016624)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	OGDHL
GO_Molecular_Function_2021	oxysterol binding (GO:0008142)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	RORA
GO_Molecular_Function_2021	P-type potassium transmembrane transporter activity (GO:0008556)	1/7	9.109306e-02	1.961657e-01	0	0	1.217469e+01	2.916902e+01	ATP1A3
GO_Molecular_Function_2021	sodium channel activity (GO:0005272)	2/38	9.357932e-02	2.005271e-01	0	0	4.067121e+00	9.634790e+00	GRIK3;HCN1
GO_Molecular_Function_2021	voltage-gated potassium channel activity (GO:0005249)	3/82	1.002126e-01	2.092310e-01	0	0	2.784338e+00	6.405262e+00	KCNJ6;KCNK2;HCN1
GO_Molecular_Function_2021	ATP-gated ion channel activity (GO:0035381)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	P2RX7
GO_Molecular_Function_2021	type II transforming growth factor beta receptor binding (GO:0005114)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	TGFB1
GO_Molecular_Function_2021	calcium-dependent protein kinase activity (GO:0010857)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	CAMK2A
GO_Molecular_Function_2021	calcium-dependent protein serine/threonine kinase activity (GO:0009931)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	CAMK2A
GO_Molecular_Function_2021	vascular endothelial growth factor receptor 2 binding (GO:0043184)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	VEGFA
GO_Molecular_Function_2021	ciliary neurotrophic factor receptor activity (GO:0004897)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	IL6R
GO_Molecular_Function_2021	cuprous ion binding (GO:1903136)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	PRNP
GO_Molecular_Function_2021	ether hydrolase activity (GO:0016803)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	LTA4H
GO_Molecular_Function_2021	mitogen-activated protein kinase kinase binding (GO:0031434)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	ACE
GO_Molecular_Function_2021	nucleoside transmembrane transporter activity (GO:0005337)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	SLC29A3
GO_Molecular_Function_2021	O-acetyltransferase activity (GO:0016413)	1/8	1.034130e-01	2.092310e-01	0	0	1.043492e+01	2.367709e+01	CHAT
GO_Molecular_Function_2021	calcium channel activity (GO:0005262)	3/84	1.057845e-01	2.130382e-01	0	0	2.715312e+00	6.099546e+00	OPRM1;CACNA1C;PSEN1
GO_Molecular_Function_2021	S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	2/43	1.151325e-01	2.195261e-01	0	0	3.570224e+00	7.717653e+00	ASMT;COMT
GO_Molecular_Function_2021	single-stranded DNA endodeoxyribonuclease activity (GO:0000014)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	MRE11
GO_Molecular_Function_2021	type I transforming growth factor beta receptor binding (GO:0034713)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	TGFB1
GO_Molecular_Function_2021	cAMP response element binding protein binding (GO:0008140)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	ATF4
GO_Molecular_Function_2021	ciliary neurotrophic factor receptor binding (GO:0005127)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	CNTF
GO_Molecular_Function_2021	dipeptidase activity (GO:0016805)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	ACE
GO_Molecular_Function_2021	glucosyltransferase activity (GO:0046527)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	ALG8
GO_Molecular_Function_2021	growth hormone receptor binding (GO:0005131)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	GH1
GO_Molecular_Function_2021	interleukin-1 binding (GO:0019966)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	A2M
GO_Molecular_Function_2021	intracellular cAMP-activated cation channel activity (GO:0005222)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	HCN1
GO_Molecular_Function_2021	L-aspartate transmembrane transporter activity (GO:0015183)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	SLC1A1
GO_Molecular_Function_2021	P-type calcium transporter activity (GO:0005388)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	ATP2A2
GO_Molecular_Function_2021	RAGE receptor binding (GO:0050786)	1/9	1.155666e-01	2.195261e-01	0	0	9.130093e+00	1.970190e+01	S100B
GO_Molecular_Function_2021	protein kinase C binding (GO:0005080)	2/45	1.240771e-01	2.292847e-01	0	0	3.403821e+00	7.103270e+00	HDAC5;HDAC9
GO_Molecular_Function_2021	potassium channel activity (GO:0005267)	3/91	1.261950e-01	2.292847e-01	0	0	2.498431e+00	5.171569e+00	GRIK3;KCNK2;HCN1
GO_Molecular_Function_2021	cAMP response element binding (GO:0035497)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	CREB1
GO_Molecular_Function_2021	cation:chloride symporter activity (GO:0015377)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	SLC6A1
GO_Molecular_Function_2021	cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	CDKN2A
GO_Molecular_Function_2021	high voltage-gated calcium channel activity (GO:0008331)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	CACNA1C
GO_Molecular_Function_2021	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides (GO:0016812)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	DPYSL2
GO_Molecular_Function_2021	interleukin-1 receptor binding (GO:0005149)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	IL1B
GO_Molecular_Function_2021	ionotropic glutamate receptor binding (GO:0035255)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	DLG4
GO_Molecular_Function_2021	leucine zipper domain binding (GO:0043522)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	ATF4
GO_Molecular_Function_2021	Lys63-specific deubiquitinase activity (GO:0061578)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	ATXN3
GO_Molecular_Function_2021	monocarboxylate:sodium symporter activity (GO:0140161)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	SLC6A1
GO_Molecular_Function_2021	P-type proton-exporting transporter activity (GO:0008553)	1/10	1.275561e-01	2.292847e-01	0	0	8.115226e+00	1.671087e+01	ATP2A2
GO_Molecular_Function_2021	organic anion transmembrane transporter activity (GO:0008514)	4/144	1.322371e-01	2.367208e-01	0	0	2.096201e+00	4.240947e+00	SLCO1C1;SLC1A1;SLC1A2;SLC6A1
GO_Molecular_Function_2021	ABC-type xenobiotic transporter activity (GO:0008559)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	ABCB1
GO_Molecular_Function_2021	adenyl nucleotide binding (GO:0030554)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	BAG1
GO_Molecular_Function_2021	adenyl-nucleotide exchange factor activity (GO:0000774)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	BAG1
GO_Molecular_Function_2021	AMP binding (GO:0016208)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	APRT
GO_Molecular_Function_2021	calcium channel inhibitor activity (GO:0019855)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	CALM2
GO_Molecular_Function_2021	chloride ion binding (GO:0031404)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	ACE
GO_Molecular_Function_2021	complement receptor activity (GO:0004875)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	CMKLR1
GO_Molecular_Function_2021	death domain binding (GO:0070513)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	BCL2
GO_Molecular_Function_2021	diacylglycerol kinase activity (GO:0004143)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	DGKB
GO_Molecular_Function_2021	dipeptidyl-peptidase activity (GO:0008239)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	DPP4
GO_Molecular_Function_2021	glycine binding (GO:0016594)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	GRIN2B
GO_Molecular_Function_2021	intracellular cyclic nucleotide activated cation channel activity (GO:0005221)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	HCN1
GO_Molecular_Function_2021	outward rectifier potassium channel activity (GO:0015271)	1/11	1.393836e-01	2.368432e-01	0	0	7.303333e+00	1.439140e+01	KCNK2
GO_Molecular_Function_2021	methyltransferase activity (GO:0008168)	2/50	1.471093e-01	2.480332e-01	0	0	3.048482e+00	5.842657e+00	ASMT;COMT
GO_Molecular_Function_2021	potassium channel regulator activity (GO:0015459)	2/50	1.471093e-01	2.480332e-01	0	0	3.048482e+00	5.842657e+00	AKT1;DRD4
GO_Molecular_Function_2021	tumor necrosis factor receptor binding (GO:0005164)	1/12	1.510513e-01	2.517522e-01	0	0	6.639057e+00	1.254872e+01	TNF
GO_Molecular_Function_2021	vascular endothelial growth factor receptor binding (GO:0005172)	1/12	1.510513e-01	2.517522e-01	0	0	6.639057e+00	1.254872e+01	VEGFA
GO_Molecular_Function_2021	glycerophospholipid flippase activity (GO:0140333)	1/12	1.510513e-01	2.517522e-01	0	0	6.639057e+00	1.254872e+01	ABCB1
GO_Molecular_Function_2021	L-amino acid transmembrane transporter activity (GO:0015179)	2/53	1.613162e-01	2.638591e-01	0	0	2.868722e+00	5.233666e+00	SLC1A1;SLC1A2
GO_Molecular_Function_2021	titin binding (GO:0031432)	1/13	1.625615e-01	2.638591e-01	0	0	6.085494e+00	1.105551e+01	CALM2
GO_Molecular_Function_2021	water channel activity (GO:0015250)	1/13	1.625615e-01	2.638591e-01	0	0	6.085494e+00	1.105551e+01	AQP4
GO_Molecular_Function_2021	P-type ion transporter activity (GO:0015662)	1/13	1.625615e-01	2.638591e-01	0	0	6.085494e+00	1.105551e+01	ATP2A2
GO_Molecular_Function_2021	platelet-derived growth factor receptor binding (GO:0005161)	1/13	1.625615e-01	2.638591e-01	0	0	6.085494e+00	1.105551e+01	VEGFA
GO_Molecular_Function_2021	protein kinase A catalytic subunit binding (GO:0034236)	1/13	1.625615e-01	2.638591e-01	0	0	6.085494e+00	1.105551e+01	GSK3B
GO_Molecular_Function_2021	protein phosphatase activator activity (GO:0072542)	1/13	1.625615e-01	2.638591e-01	0	0	6.085494e+00	1.105551e+01	CALM2
GO_Molecular_Function_2021	calcium ion transmembrane transporter activity (GO:0015085)	2/55	1.709208e-01	2.721350e-01	0	0	2.760188e+00	4.876024e+00	ATP2A2;PSEN1
GO_Molecular_Function_2021	zinc ion binding (GO:0008270)	7/336	1.728565e-01	2.721350e-01	0	0	1.563507e+00	2.744414e+00	GRIN2A;ACE;GLO1;LTA4H;S100B;GRIN2B;SOD1
GO_Molecular_Function_2021	5'-3' exonuclease activity (GO:0008409)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	MRE11
GO_Molecular_Function_2021	vitamin D receptor binding (GO:0042809)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	MED12
GO_Molecular_Function_2021	deoxyribonuclease activity (GO:0004536)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	MRE11
GO_Molecular_Function_2021	insulin-like growth factor receptor binding (GO:0005159)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	IGF1
GO_Molecular_Function_2021	LRR domain binding (GO:0030275)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	ATF4
GO_Molecular_Function_2021	metalloendopeptidase inhibitor activity (GO:0008191)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	NGF
GO_Molecular_Function_2021	phosphatase activator activity (GO:0019211)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	CALM2
GO_Molecular_Function_2021	protein kinase C activity (GO:0004697)	1/14	1.739161e-01	2.721350e-01	0	0	5.617094e+00	9.825320e+00	PRKCI
GO_Molecular_Function_2021	protein phosphatase regulator activity (GO:0019888)	2/57	1.806176e-01	2.816080e-01	0	0	2.659547e+00	4.551478e+00	PPP1R1B;CALM2
GO_Molecular_Function_2021	sodium-independent organic anion transmembrane transporter activity (GO:0015347)	1/15	1.851174e-01	2.825476e-01	0	0	5.215608e+00	8.797506e+00	SLCO1C1
GO_Molecular_Function_2021	water transmembrane transporter activity (GO:0005372)	1/15	1.851174e-01	2.825476e-01	0	0	5.215608e+00	8.797506e+00	AQP4
GO_Molecular_Function_2021	Lys48-specific deubiquitinase activity (GO:1990380)	1/15	1.851174e-01	2.825476e-01	0	0	5.215608e+00	8.797506e+00	ATXN3
GO_Molecular_Function_2021	MAP kinase kinase activity (GO:0004708)	1/15	1.851174e-01	2.825476e-01	0	0	5.215608e+00	8.797506e+00	MAP2K5
GO_Molecular_Function_2021	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	1/15	1.851174e-01	2.825476e-01	0	0	5.215608e+00	8.797506e+00	MTHFR
GO_Molecular_Function_2021	purinergic nucleotide receptor activity (GO:0001614)	1/15	1.851174e-01	2.825476e-01	0	0	5.215608e+00	8.797506e+00	P2RX7
GO_Molecular_Function_2021	arachidonic acid epoxygenase activity (GO:0008392)	1/16	1.961673e-01	2.932398e-01	0	0	4.867654e+00	7.928373e+00	CYP2C19
GO_Molecular_Function_2021	C4-dicarboxylate transmembrane transporter activity (GO:0015556)	1/16	1.961673e-01	2.932398e-01	0	0	4.867654e+00	7.928373e+00	SLC1A1
GO_Molecular_Function_2021	calcium-dependent phospholipase A2 activity (GO:0047498)	1/16	1.961673e-01	2.932398e-01	0	0	4.867654e+00	7.928373e+00	PLA2G2A
GO_Molecular_Function_2021	voltage-gated ion channel activity (GO:0005244)	1/16	1.961673e-01	2.932398e-01	0	0	4.867654e+00	7.928373e+00	HCN1
GO_Molecular_Function_2021	chloride transmembrane transporter activity (GO:0015108)	1/16	1.961673e-01	2.932398e-01	0	0	4.867654e+00	7.928373e+00	SLC1A1
GO_Molecular_Function_2021	potassium ion leak channel activity (GO:0022841)	1/16	1.961673e-01	2.932398e-01	0	0	4.867654e+00	7.928373e+00	KCNK2
GO_Molecular_Function_2021	SH3 domain binding (GO:0017124)	2/62	2.051861e-01	3.032814e-01	0	0	2.437299e+00	3.860286e+00	GPX1;DRD4
